gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Female,Month-to-month,Electronic check,Fiber optic,4874.7,55,Yes,2.8483333333333336
Male,One year,Credit card (automatic),DSL,4140.1,57,No,2.3699999999999997
Female,Two year,Electronic check,Fiber optic,8165.1,72,No,3.6516666666666664
Female,Month-to-month,Mailed check,No,563.05,28,No,0.6833333333333333
Male,Two year,Bank transfer (automatic),DSL,4191.45,54,No,2.485
Male,Month-to-month,Electronic check,Fiber optic,1857.75,24,No,2.6616666666666666
Female,Month-to-month,Mailed check,DSL,113.1,2,No,2.0716666666666668
Male,Month-to-month,Credit card (automatic),No,235.8,12,No,0.7016666666666667
Male,One year,Bank transfer (automatic),Fiber optic,3974.7,51,No,2.6533333333333333
Male,Month-to-month,Mailed check,DSL,931.55,13,No,2.445
Male,Two year,Bank transfer (automatic),DSL,4048.95,58,No,2.3366666666666664
Female,One year,Credit card (automatic),DSL,957.1,18,No,1.8133333333333332
Female,Two year,Mailed check,No,521.8,29,No,0.6516666666666667
Female,Two year,Mailed check,DSL,5430.65,72,No,2.485
Male,Two year,Credit card (automatic),No,1626.4,71,No,0.7966666666666666
Female,Two year,Bank transfer (automatic),DSL,3058.15,70,No,1.4866666666666668
Male,Month-to-month,Electronic check,Fiber optic,829.1,9,Yes,3.183333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1916.2,20,No,3.183333333333333
Male,One year,Credit card (automatic),DSL,5356.45,69,Yes,2.6199999999999997
Male,One year,Credit card (automatic),Fiber optic,6590.8,63,No,3.4833333333333334
Female,Month-to-month,Electronic check,DSL,438.9,7,No,2.0466666666666664
Female,Two year,Credit card (automatic),DSL,2960.1,69,No,1.465
Male,Month-to-month,Bank transfer (automatic),No,135.0,5,Yes,0.8633333333333333
Female,Month-to-month,Electronic check,Fiber optic,653.9,9,No,2.685
Female,Two year,Mailed check,Fiber optic,4630.2,46,No,3.3216666666666668
Male,One year,Electronic check,Fiber optic,5867.0,60,No,3.265
Male,Month-to-month,Electronic check,Fiber optic,2510.2,27,Yes,3.185
Female,Month-to-month,Electronic check,Fiber optic,1374.9,16,No,3.0233333333333334
Female,Month-to-month,Electronic check,Fiber optic,1845.9,22,Yes,2.7766666666666664
Female,One year,Bank transfer (automatic),Fiber optic,3930.55,41,No,3.3866666666666663
Female,Month-to-month,Electronic check,Fiber optic,317.75,4,No,2.425
Female,Month-to-month,Credit card (automatic),Fiber optic,2072.75,24,No,2.9650000000000003
Female,Two year,Mailed check,No,743.05,38,No,0.6766666666666666
Female,Month-to-month,Bank transfer (automatic),DSL,1837.9,25,No,2.6116666666666664
Male,Month-to-month,Electronic check,Fiber optic,3168.75,40,No,2.6666666666666665
Female,Month-to-month,Electronic check,DSL,365.55,8,Yes,1.6616666666666666
Male,Month-to-month,Mailed check,No,252.0,13,No,0.6616666666666667
Male,Month-to-month,Electronic check,Fiber optic,5960.5,64,No,3.06
Female,Month-to-month,Electronic check,Fiber optic,6283.3,62,Yes,3.3383333333333334
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1540.35,20,No,2.3266666666666667
Male,Month-to-month,Electronic check,DSL,667.7,14,Yes,1.5450000000000002
Female,Two year,Mailed check,DSL,3894.4,57,No,2.325
Male,Month-to-month,Mailed check,DSL,837.5,12,No,2.328333333333333
Female,Two year,Mailed check,No,1534.05,59,No,0.8483333333333333
Female,Two year,Credit card (automatic),DSL,4542.35,59,No,2.5316666666666667
Male,Two year,Bank transfer (automatic),No,1052.35,53,Yes,0.6583333333333333
Male,One year,Credit card (automatic),DSL,3600.65,45,No,2.625
Male,Two year,Electronic check,No,1013.2,50,No,0.66
Male,Month-to-month,Mailed check,Fiber optic,1820.45,20,Yes,2.966666666666667
Female,Month-to-month,Electronic check,DSL,25.25,1,Yes,0.8416666666666667
Female,Two year,Mailed check,No,1401.4,70,No,0.64
Male,Month-to-month,Electronic check,DSL,25.05,1,Yes,0.8350000000000001
Female,Two year,Electronic check,DSL,3147.5,64,Yes,1.595
Male,Month-to-month,Credit card (automatic),Fiber optic,3678.3,49,Yes,2.506666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,2068.55,28,Yes,2.496666666666667
Male,Two year,Credit card (automatic),Fiber optic,8071.05,72,No,3.73
Female,Month-to-month,Mailed check,Fiber optic,1028.9,13,No,2.73
Male,Month-to-month,Mailed check,No,84.2,4,No,0.6283333333333334
Female,Two year,Mailed check,No,1005.7,53,No,0.6233333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5029.05,63,No,2.7183333333333333
Female,Two year,Mailed check,DSL,299.05,10,No,0.9866666666666667
Male,One year,Credit card (automatic),No,1126.75,56,No,0.6649999999999999
Male,Month-to-month,Electronic check,DSL,402.6,10,Yes,1.5183333333333333
Male,One year,Electronic check,Fiber optic,6069.25,65,No,3.118333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,48.45,1,No,1.615
Female,Month-to-month,Electronic check,DSL,840.1,21,Yes,1.3966666666666667
Female,Two year,Mailed check,No,558.8,29,No,0.6733333333333333
Female,Two year,Credit card (automatic),No,1776.45,72,No,0.8049999999999999
Male,One year,Bank transfer (automatic),DSL,1544.05,22,Yes,2.25
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2169.8,23,Yes,3.0016666666666665
Male,One year,Credit card (automatic),DSL,2921.75,40,No,2.3583333333333334
Male,Month-to-month,Electronic check,Fiber optic,162.45,2,Yes,2.55
Male,Month-to-month,Electronic check,Fiber optic,1095.3,13,Yes,2.8016666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,1555.65,16,Yes,3.1866666666666665
Female,Month-to-month,Credit card (automatic),Fiber optic,6886.25,67,Yes,3.4316666666666666
Male,Two year,Bank transfer (automatic),No,1493.75,72,No,0.7
Male,Month-to-month,Mailed check,Fiber optic,214.4,3,No,2.743333333333333
Female,Month-to-month,Electronic check,Fiber optic,3825.85,47,Yes,2.6783333333333332
Male,Month-to-month,Electronic check,Fiber optic,293.85,4,No,2.355
Female,Month-to-month,Electronic check,Fiber optic,1359.45,18,No,2.4516666666666667
Male,Month-to-month,Electronic check,Fiber optic,2157.95,21,Yes,3.48
Female,One year,Bank transfer (automatic),DSL,4263.45,62,No,2.3583333333333334
Male,Month-to-month,Bank transfer (automatic),Fiber optic,713.0,7,Yes,3.268333333333333
Male,Month-to-month,Bank transfer (automatic),DSL,1323.7,29,No,1.6316666666666668
Female,One year,Bank transfer (automatic),DSL,2985.25,48,No,2.02
Male,One year,Mailed check,DSL,3942.45,53,No,2.625
Female,One year,Credit card (automatic),No,105.5,6,No,0.6333333333333333
Male,One year,Credit card (automatic),DSL,1292.2,22,No,1.875
Female,Month-to-month,Mailed check,DSL,25.8,1,Yes,0.86
Male,Two year,Electronic check,Fiber optic,7285.7,72,No,3.3133333333333335
Male,Month-to-month,Credit card (automatic),Fiber optic,2874.45,34,No,2.8400000000000003
Female,One year,Mailed check,DSL,3435.6,48,No,2.3183333333333334
Female,Month-to-month,Electronic check,DSL,629.35,21,No,0.95
Male,One year,Credit card (automatic),Fiber optic,6687.85,71,No,3.2550000000000003
Female,Month-to-month,Mailed check,No,20.25,1,No,0.675
Male,Month-to-month,Mailed check,No,20.45,1,No,0.6816666666666666
Male,Month-to-month,Electronic check,Fiber optic,2970.8,32,No,3.1166666666666667
Female,Month-to-month,Electronic check,DSL,54.65,1,No,1.8216666666666665
Male,Two year,Bank transfer (automatic),DSL,4479.2,63,No,2.396666666666667
Female,Two year,Credit card (automatic),Fiber optic,8543.25,72,No,3.8800000000000003
Female,Two year,Electronic check,Fiber optic,5682.25,53,No,3.518333333333333
Female,Month-to-month,Electronic check,Fiber optic,69.25,1,Yes,2.308333333333333
Male,One year,Electronic check,DSL,4025.6,50,No,2.5166666666666666
Male,Month-to-month,Electronic check,Fiber optic,1504.05,15,Yes,3.3699999999999997
Female,Month-to-month,Electronic check,Fiber optic,1818.9,21,No,2.868333333333333
Male,Month-to-month,Electronic check,Fiber optic,95.0,1,Yes,3.1666666666666665
Female,Month-to-month,Electronic check,Fiber optic,154.85,2,Yes,2.3583333333333334
Male,One year,Credit card (automatic),DSL,4653.85,65,Yes,2.415
Female,Month-to-month,Bank transfer (automatic),Fiber optic,4433.3,52,No,2.86
Male,Month-to-month,Electronic check,Fiber optic,1060.6,13,Yes,2.7733333333333334
Male,Month-to-month,Mailed check,No,67.55,4,No,0.6549999999999999
Female,One year,Electronic check,Fiber optic,4874.8,46,Yes,3.6666666666666665
Female,One year,Bank transfer (automatic),Fiber optic,5000.2,53,Yes,3.1616666666666666
Female,One year,Credit card (automatic),Fiber optic,4335.2,40,No,3.5316666666666667
Male,Month-to-month,Electronic check,DSL,1312.45,23,No,1.805
Male,Month-to-month,Electronic check,Fiber optic,338.9,4,Yes,2.855
Female,Month-to-month,Bank transfer (automatic),DSL,3437.45,57,No,1.9583333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,4613.95,49,No,3.18
Male,Month-to-month,Bank transfer (automatic),DSL,576.95,9,No,2.275
Male,Month-to-month,Electronic check,Fiber optic,364.55,4,Yes,3.39
Female,Two year,Credit card (automatic),No,1278.8,61,No,0.675
Female,Two year,Bank transfer (automatic),DSL,5212.65,70,No,2.5166666666666666
Male,Month-to-month,Electronic check,DSL,902.25,13,No,2.195
Female,Month-to-month,Mailed check,DSL,2157.5,34,No,2.1666666666666665
Female,Month-to-month,Electronic check,Fiber optic,622.9,9,Yes,2.485
Male,Two year,Electronic check,Fiber optic,5625.55,57,No,3.125
Female,Month-to-month,Mailed check,DSL,713.75,12,Yes,2.055
Female,Month-to-month,Electronic check,Fiber optic,715.0,7,No,3.3466666666666667
Female,Month-to-month,Electronic check,Fiber optic,321.75,4,Yes,2.496666666666667
Female,Month-to-month,Electronic check,Fiber optic,74.45,1,Yes,2.481666666666667
Male,One year,Bank transfer (automatic),DSL,3704.15,44,No,2.841666666666667
Female,One year,Electronic check,DSL,1596.6,45,No,1.1400000000000001
Female,One year,Credit card (automatic),DSL,3348.1,36,No,2.9883333333333337
Female,One year,Electronic check,Fiber optic,5509.3,55,Yes,3.3333333333333335
Male,Two year,Credit card (automatic),Fiber optic,6743.55,69,No,3.2550000000000003
Male,Month-to-month,Electronic check,Fiber optic,741.7,9,Yes,2.6633333333333336
Male,Two year,Credit card (automatic),DSL,6287.3,71,No,3.01
Male,Month-to-month,Credit card (automatic),Fiber optic,2679.7,30,No,3.143333333333333
Female,One year,Electronic check,No,1090.65,52,No,0.6799999999999999
Female,Two year,Bank transfer (automatic),No,1270.25,52,No,0.8350000000000001
Male,Month-to-month,Bank transfer (automatic),DSL,1400.55,24,Yes,1.855
Male,Month-to-month,Mailed check,DSL,225.65,3,No,2.356666666666667
Female,Two year,Credit card (automatic),DSL,3952.45,72,No,1.7933333333333332
Male,Two year,Electronic check,Fiber optic,7422.1,72,No,3.305
Male,Month-to-month,Mailed check,DSL,179.35,4,Yes,1.6683333333333332
Female,Month-to-month,Electronic check,Fiber optic,82.3,1,Yes,2.743333333333333
Female,One year,Credit card (automatic),DSL,3562.5,51,No,2.325
Female,One year,Electronic check,DSL,2898.95,51,No,1.8716666666666666
Male,Two year,Bank transfer (automatic),DSL,6224.8,72,No,2.8883333333333336
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5327.25,64,No,2.893333333333333
Male,Month-to-month,Electronic check,DSL,56.35,2,Yes,0.8350000000000001
Male,One year,Bank transfer (automatic),Fiber optic,7534.65,70,Yes,3.65
Female,Month-to-month,Electronic check,DSL,528.45,13,No,1.51
Male,One year,Electronic check,Fiber optic,4738.3,52,No,3.0416666666666665
Male,Month-to-month,Mailed check,No,141.1,7,No,0.6916666666666667
Male,Two year,Mailed check,No,76.65,4,No,0.6633333333333333
Male,Month-to-month,Electronic check,Fiber optic,197.7,2,Yes,3.195
Male,One year,Credit card (automatic),DSL,1537.85,46,No,1.1233333333333335
Male,Two year,Credit card (automatic),DSL,3409.1,54,No,2.111666666666667
Female,Month-to-month,Electronic check,No,19.3,1,Yes,0.6433333333333333
Female,Two year,Bank transfer (automatic),DSL,4575.35,72,No,2.19
Male,Two year,Credit card (automatic),DSL,4798.4,66,No,2.4866666666666664
Female,Month-to-month,Electronic check,Fiber optic,1882.55,16,No,3.765
Male,Month-to-month,Mailed check,Fiber optic,262.05,3,Yes,2.945
Male,Month-to-month,Bank transfer (automatic),DSL,723.35,11,No,2.171666666666667
Female,Two year,Bank transfer (automatic),DSL,4122.65,71,No,1.99
Male,Month-to-month,Credit card (automatic),DSL,296.1,9,Yes,1.1566666666666667
Male,Two year,Bank transfer (automatic),No,1125.6,57,No,0.6883333333333332
Male,Month-to-month,Electronic check,Fiber optic,918.6,9,Yes,3.35
Male,One year,Credit card (automatic),No,1446.8,62,No,0.7916666666666666
Male,Two year,Credit card (automatic),No,1529.65,72,No,0.6633333333333333
Female,One year,Bank transfer (automatic),Fiber optic,7238.6,66,No,3.603333333333333
Male,Month-to-month,Mailed check,DSL,679.85,16,Yes,1.3
Male,Month-to-month,Credit card (automatic),No,330.25,16,No,0.6866666666666668
Male,One year,Electronic check,No,1108.8,58,No,0.6516666666666667
Female,Month-to-month,Electronic check,Fiber optic,319.85,4,No,2.671666666666667
Male,Two year,Bank transfer (automatic),No,1401.15,72,No,0.6766666666666666
Male,One year,Credit card (automatic),Fiber optic,7332.4,67,No,3.6633333333333336
Male,Two year,Electronic check,DSL,6668.05,71,No,3.0133333333333336
Male,Two year,Bank transfer (automatic),No,1809.35,72,No,0.8466666666666666
Female,Month-to-month,Electronic check,DSL,639.45,15,No,1.5433333333333332
Female,Month-to-month,Electronic check,DSL,321.05,11,No,0.84
Female,One year,Bank transfer (automatic),No,993.15,43,No,0.815
Female,Month-to-month,Mailed check,DSL,154.65,3,Yes,1.8366666666666667
Female,One year,Electronic check,DSL,1832.4,24,No,2.6133333333333337
Female,One year,Credit card (automatic),DSL,3877.65,52,No,2.466666666666667
Female,Month-to-month,Electronic check,DSL,382.2,13,No,1.005
Male,Month-to-month,Mailed check,Fiber optic,70.85,1,Yes,2.3616666666666664
Male,Two year,Bank transfer (automatic),DSL,4323.35,55,No,2.5933333333333333
Female,Two year,Credit card (automatic),Fiber optic,4135.0,42,No,3.3
Male,Month-to-month,Mailed check,No,44.2,2,No,0.6916666666666667
Male,Month-to-month,Electronic check,DSL,75.5,1,No,2.5166666666666666
Male,Month-to-month,Electronic check,Fiber optic,2122.05,27,Yes,2.7150000000000003
Male,Month-to-month,Mailed check,DSL,1077.05,17,No,2.2233333333333336
Female,Month-to-month,Electronic check,DSL,62.25,2,Yes,1.1566666666666667
Female,Month-to-month,Electronic check,DSL,2310.2,27,No,2.795
Male,Month-to-month,Electronic check,DSL,2550.9,52,Yes,1.6383333333333332
Female,One year,Bank transfer (automatic),Fiber optic,4442.75,45,No,3.225
Female,Two year,Credit card (automatic),No,1372.45,71,No,0.6366666666666667
Male,Two year,Credit card (automatic),No,689.0,36,No,0.6183333333333334
Female,One year,Credit card (automatic),No,302.45,15,No,0.67
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1871.15,20,No,2.98
Male,Two year,Mailed check,No,1396.25,71,No,0.66
Female,One year,Bank transfer (automatic),No,531.55,24,No,0.7016666666666667
Female,Two year,Electronic check,Fiber optic,7984.15,71,No,3.7083333333333335
Male,Month-to-month,Mailed check,DSL,328.95,9,Yes,1.355
Female,Two year,Credit card (automatic),DSL,5958.85,66,No,2.996666666666667
Female,Two year,Credit card (automatic),No,578.5,30,No,0.6466666666666666
Male,One year,Bank transfer (automatic),DSL,4138.9,47,No,2.8983333333333334
Female,Month-to-month,Electronic check,Fiber optic,564.65,7,No,2.5116666666666663
Male,Month-to-month,Electronic check,DSL,35.55,1,Yes,1.1849999999999998
Female,Month-to-month,Bank transfer (automatic),DSL,2168.9,46,No,1.4983333333333335
Male,Month-to-month,Bank transfer (automatic),Fiber optic,4517.25,53,Yes,2.8483333333333336
Male,Two year,Bank transfer (automatic),No,1250.1,62,No,0.6666666666666666
Male,Two year,Bank transfer (automatic),DSL,3442.8,70,No,1.6133333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1461.15,16,No,3.1550000000000002
Female,Month-to-month,Electronic check,DSL,955.15,15,No,1.965
Female,One year,Electronic check,Fiber optic,4483.95,45,No,3.3433333333333333
Male,Two year,Bank transfer (automatic),Fiber optic,7581.5,72,No,3.52
Female,Two year,Mailed check,No,265.3,13,No,0.6516666666666667
Male,Month-to-month,Mailed check,DSL,414.1,6,No,2.03
Male,One year,Bank transfer (automatic),No,345.9,18,No,0.6683333333333333
Female,Two year,Credit card (automatic),Fiber optic,7039.45,68,No,3.4583333333333335
Female,One year,Electronic check,Fiber optic,7222.75,64,No,3.7783333333333333
Female,One year,Mailed check,DSL,2088.75,34,Yes,2.146666666666667
Male,Month-to-month,Bank transfer (automatic),DSL,392.65,5,No,2.5050000000000003
Female,Month-to-month,Electronic check,Fiber optic,1592.35,20,Yes,2.746666666666667
Male,Two year,Credit card (automatic),Fiber optic,6605.55,64,No,3.4683333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,2067.0,26,No,2.856666666666667
Female,Month-to-month,Credit card (automatic),DSL,259.8,5,Yes,1.7950000000000002
Female,Month-to-month,Mailed check,No,39.25,2,No,0.6683333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,1359.0,13,Yes,3.408333333333333
Male,One year,Mailed check,DSL,4096.9,59,No,2.3033333333333332
Male,Month-to-month,Bank transfer (automatic),DSL,1111.2,17,No,2.191666666666667
Female,Month-to-month,Electronic check,Fiber optic,723.4,9,Yes,2.6516666666666664
Female,Month-to-month,Credit card (automatic),Fiber optic,865.55,10,Yes,2.82
Female,Month-to-month,Credit card (automatic),Fiber optic,425.9,5,Yes,2.8466666666666667
Female,One year,Bank transfer (automatic),Fiber optic,5639.05,54,Yes,3.4650000000000003
Male,Month-to-month,Electronic check,Fiber optic,4922.4,56,No,2.8800000000000003
Male,Month-to-month,Electronic check,Fiber optic,385.9,4,Yes,3.371666666666667
Female,Month-to-month,Mailed check,No,31.55,2,Yes,0.65
Male,Two year,Bank transfer (automatic),DSL,4237.5,62,No,2.3133333333333335
Female,Month-to-month,Electronic check,Fiber optic,2754.45,27,Yes,3.375
